game_id,scenario,team,individual_payoffs,team_payoff,steps
16,hard,"['firefighter', 'firefighter', 'hero', 'firefighter']","[-43.0, -42.0, -50.0, -41.0]",-44.0,100
17,hard,"['coordinator', 'firefighter', 'firefighter', 'coordinator']","[12.0, -32.0, -42.0, 7.0]",-13.75,100
18,hard,"['evolved_v6', 'evolved_v6', 'evolved_v6', 'free_rider']","[-50.0, -50.0, -50.0, 48.0]",-25.5,100
19,hard,"['hero', 'firefighter', 'hero', 'hero']","[-50.0, -39.0, -50.0, -50.0]",-47.25,100
20,hard,"['coordinator', 'coordinator', 'evolved_v6', 'free_rider']","[8.0, 6.0, -50.0, 47.0]",2.75,100
21,hard,"['free_rider', 'firefighter', 'firefighter', 'evolved_v6']","[48.0, -43.0, -37.0, -50.0]",-20.5,100
22,hard,"['coordinator', 'coordinator', 'firefighter', 'hero']","[7.0, 3.0, -44.0, -50.0]",-21.0,100
23,hard,"['hero', 'evolved_v6', 'free_rider', 'coordinator']","[-50.0, -50.0, 44.0, 7.0]",-12.25,100
24,hard,"['evolved_v6', 'free_rider', 'hero', 'free_rider']","[-50.0, 49.0, -50.0, 47.0]",-1.0,100
25,hard,"['hero', 'hero', 'evolved_v6', 'firefighter']","[-50.0, -50.0, -50.0, -42.0]",-48.0,100
26,hard,"['firefighter', 'firefighter', 'hero', 'evolved_v6']","[-35.0, -43.0, -50.0, -50.0]",-44.5,100
27,hard,"['coordinator', 'coordinator', 'hero', 'evolved_v6']","[-7.0, 11.0, -50.0, -50.0]",-24.0,100
28,hard,"['coordinator', 'evolved_v6', 'hero', 'free_rider']","[5.0, -34.0, -34.0, 34.0]",-7.25,68
29,hard,"['coordinator', 'free_rider', 'free_rider', 'free_rider']","[3.0, 22.0, 23.0, 23.0]",17.75,48
30,hard,"['coordinator', 'free_rider', 'hero', 'hero']","[1.0, 47.0, -50.0, -50.0]",-13.0,100
31,hard,"['firefighter', 'evolved_v6', 'evolved_v6', 'hero']","[-36.0, -50.0, -50.0, -50.0]",-46.5,100
32,hard,"['evolved_v6', 'free_rider', 'evolved_v6', 'evolved_v6']","[-37.5, 35.5, -37.5, -37.5]",-19.25,75
33,hard,"['coordinator', 'evolved_v6', 'firefighter', 'free_rider']","[-2.0, -26.0, -22.0, 26.0]",-6.0,52
34,hard,"['hero', 'free_rider', 'coordinator', 'hero']","[-50.0, 48.0, 7.0, -50.0]",-11.25,100
35,hard,"['free_rider', 'coordinator', 'evolved_v6', 'evolved_v6']","[47.0, -1.0, -50.0, -50.0]",-13.5,100
36,hard,"['firefighter', 'hero', 'coordinator', 'evolved_v6']","[-39.0, -50.0, 2.0, -50.0]",-34.25,100
37,hard,"['evolved_v6', 'free_rider', 'coordinator', 'evolved_v6']","[-50.0, 49.0, -2.0, -50.0]",-13.25,100
38,hard,"['evolved_v6', 'hero', 'hero', 'firefighter']","[-50.0, -50.0, -50.0, -35.0]",-46.25,100
39,hard,"['coordinator', 'evolved_v6', 'coordinator', 'coordinator']","[7.0, -50.0, 1.0, 4.0]",-9.5,100
40,hard,"['evolved_v6', 'coordinator', 'coordinator', 'coordinator']","[-50.0, -2.0, 6.0, -9.0]",-13.75,100
41,hard,"['evolved_v6', 'hero', 'firefighter', 'hero']","[-50.0, -50.0, -39.0, -50.0]",-47.25,100
42,hard,"['evolved_v6', 'evolved_v6', 'firefighter', 'coordinator']","[-50.0, -50.0, -41.0, -2.0]",-35.75,100
43,hard,"['firefighter', 'free_rider', 'free_rider', 'free_rider']","[-35.0, 44.0, 49.0, 50.0]",27.0,100
44,hard,"['evolved_v6', 'firefighter', 'coordinator', 'hero']","[-50.0, -42.0, 8.0, -50.0]",-33.5,100
45,hard,"['free_rider', 'evolved_v6', 'hero', 'hero']","[47.0, -50.0, -50.0, -50.0]",-25.75,100
46,hard,"['evolved_v6', 'hero', 'coordinator', 'evolved_v6']","[-50.0, -50.0, 2.0, -50.0]",-37.0,100
47,hard,"['free_rider', 'firefighter', 'evolved_v6', 'coordinator']","[48.0, -34.0, -50.0, 6.0]",-7.5,100
48,hard,"['hero', 'evolved_v6', 'evolved_v6', 'free_rider']","[-50.0, -50.0, -50.0, 48.0]",-25.5,100
49,hard,"['coordinator', 'firefighter', 'free_rider', 'firefighter']","[0.0, -43.0, 48.0, -40.0]",-8.75,100
50,hard,"['evolved_v6', 'free_rider', 'hero', 'coordinator']","[-50.0, 47.0, -50.0, 2.0]",-12.75,100
51,hard,"['evolved_v6', 'free_rider', 'hero', 'evolved_v6']","[-50.0, 48.0, -50.0, -50.0]",-25.5,100
52,hard,"['hero', 'evolved_v6', 'firefighter', 'evolved_v6']","[-50.0, -50.0, -41.0, -50.0]",-47.75,100
53,hard,"['firefighter', 'evolved_v6', 'coordinator', 'free_rider']","[-40.0, -50.0, 3.0, 50.0]",-9.25,100
54,hard,"['free_rider', 'hero', 'coordinator', 'evolved_v6']","[47.0, -50.0, -6.0, -50.0]",-14.75,100
55,hard,"['firefighter', 'coordinator', 'free_rider', 'evolved_v6']","[-35.5, 4.5, 45.5, -49.5]",-8.75,99
56,hard,"['free_rider', 'free_rider', 'firefighter', 'free_rider']","[50.0, 48.0, -41.0, 47.0]",26.0,100
57,hard,"['hero', 'firefighter', 'coordinator', 'evolved_v6']","[-31.0, -28.0, -4.0, -31.0]",-23.5,62
58,hard,"['coordinator', 'evolved_v6', 'firefighter', 'evolved_v6']","[-3.0, -50.0, -35.0, -50.0]",-34.5,100
59,hard,"['evolved_v6', 'hero', 'free_rider', 'hero']","[-8.0, -8.0, 8.0, -8.0]",-4.0,16
60,hard,"['evolved_v6', 'coordinator', 'coordinator', 'hero']","[-50.0, 0.0, 0.0, -50.0]",-25.0,100
61,hard,"['hero', 'evolved_v6', 'evolved_v6', 'firefighter']","[-45.0, -45.0, -45.0, -36.0]",-42.75,90
62,hard,"['coordinator', 'firefighter', 'firefighter', 'evolved_v6']","[-0.5, -7.5, -7.5, -8.5]",-6.0,17
63,hard,"['coordinator', 'free_rider', 'coordinator', 'firefighter']","[6.5, 39.5, -2.5, -26.5]",4.25,79
64,hard,"['coordinator', 'coordinator', 'coordinator', 'evolved_v6']","[1.0, -4.0, -7.0, -50.0]",-15.0,100
65,hard,"['free_rider', 'hero', 'free_rider', 'free_rider']","[34.5, -35.5, 35.5, 34.5]",17.25,71
66,hard,"['firefighter', 'free_rider', 'evolved_v6', 'coordinator']","[-33.5, 43.5, -44.5, 2.5]",-8.0,89
67,hard,"['firefighter', 'coordinator', 'hero', 'firefighter']","[-38.0, 2.0, -50.0, -41.0]",-31.75,100
68,hard,"['firefighter', 'free_rider', 'firefighter', 'firefighter']","[-38.0, 48.0, -41.0, -37.0]",-17.0,100
69,hard,"['coordinator', 'firefighter', 'free_rider', 'firefighter']","[-3.0, -39.0, 44.0, -35.0]",-8.25,90
70,hard,"['coordinator', 'evolved_v6', 'coordinator', 'evolved_v6']","[4.0, -50.0, 5.0, -50.0]",-22.75,100
71,hard,"['evolved_v6', 'hero', 'firefighter', 'free_rider']","[-47.0, -47.0, -36.0, 46.0]",-21.0,94
72,hard,"['free_rider', 'hero', 'firefighter', 'hero']","[50.0, -50.0, -40.0, -50.0]",-22.5,100
73,hard,"['evolved_v6', 'hero', 'hero', 'coordinator']","[-50.0, -50.0, -50.0, -3.0]",-38.25,100
74,hard,"['firefighter', 'evolved_v6', 'free_rider', 'firefighter']","[-35.0, -50.0, 49.0, -42.0]",-19.5,100
75,hard,"['free_rider', 'evolved_v6', 'coordinator', 'hero']","[39.5, -39.5, -1.5, -39.5]",-10.25,79
76,hard,"['firefighter', 'free_rider', 'hero', 'evolved_v6']","[-39.0, 45.0, -50.0, -50.0]",-23.5,100
77,hard,"['free_rider', 'coordinator', 'free_rider', 'firefighter']","[18.5, 4.5, 18.5, -13.5]",7.0,39
78,hard,"['firefighter', 'firefighter', 'free_rider', 'free_rider']","[-39.5, -36.5, 40.5, 42.5]",1.75,89
79,hard,"['hero', 'hero', 'firefighter', 'hero']","[-49.0, -49.0, -41.0, -49.0]",-47.0,98
80,hard,"['free_rider', 'firefighter', 'free_rider', 'free_rider']","[48.0, -39.0, 46.0, 48.0]",25.75,100
81,hard,"['coordinator', 'free_rider', 'free_rider', 'firefighter']","[-1.0, 22.0, 22.0, -17.0]",6.5,46
82,hard,"['evolved_v6', 'evolved_v6', 'coordinator', 'free_rider']","[-50.0, -50.0, -1.0, 48.0]",-13.25,100
83,hard,"['hero', 'coordinator', 'hero', 'free_rider']","[-50.0, 1.0, -50.0, 50.0]",-12.25,100
84,hard,"['hero', 'firefighter', 'free_rider', 'evolved_v6']","[-35.5, -28.5, 35.5, -35.5]",-16.0,71
85,hard,"['free_rider', 'firefighter', 'coordinator', 'free_rider']","[37.0, -33.0, -6.0, 37.0]",8.75,76
86,hard,"['evolved_v6', 'firefighter', 'coordinator', 'hero']","[-50.0, -39.0, 8.0, -50.0]",-32.75,100
87,hard,"['free_rider', 'coordinator', 'hero', 'coordinator']","[47.0, 6.0, -50.0, -1.0]",0.5,100
88,hard,"['free_rider', 'free_rider', 'hero', 'coordinator']","[30.0, 29.0, -31.0, 6.0]",8.5,62
89,hard,"['coordinator', 'free_rider', 'hero', 'firefighter']","[-1.0, 42.0, -44.0, -34.0]",-9.25,88
90,hard,"['coordinator', 'firefighter', 'free_rider', 'hero']","[8.0, -40.0, 47.0, -50.0]",-8.75,100
91,hard,"['firefighter', 'evolved_v6', 'firefighter', 'firefighter']","[-43.0, -50.0, -40.0, -37.0]",-42.5,100
92,hard,"['coordinator', 'evolved_v6', 'evolved_v6', 'firefighter']","[11.0, -50.0, -50.0, -39.0]",-32.0,100
93,hard,"['free_rider', 'evolved_v6', 'hero', 'hero']","[49.0, -50.0, -50.0, -50.0]",-25.25,100
94,hard,"['evolved_v6', 'coordinator', 'firefighter', 'free_rider']","[-50.0, -6.0, -42.0, 47.0]",-12.75,100
95,hard,"['coordinator', 'free_rider', 'firefighter', 'evolved_v6']","[6.0, 48.0, -37.0, -50.0]",-8.25,100
96,hard,"['firefighter', 'firefighter', 'coordinator', 'coordinator']","[-33.0, -36.0, -3.0, 8.0]",-16.0,84
97,hard,"['hero', 'firefighter', 'hero', 'firefighter']","[-50.0, -44.0, -50.0, -42.0]",-46.5,100
98,hard,"['free_rider', 'coordinator', 'coordinator', 'coordinator']","[34.5, -3.5, -0.5, 0.5]",7.75,73
99,hard,"['coordinator', 'hero', 'free_rider', 'evolved_v6']","[4.0, -13.0, 13.0, -13.0]",-2.25,26
