game_id,scenario,team,individual_payoffs,team_payoff,steps
61,trivial_cooperation,"['hero', 'evolved_v6', 'evolved_v6', 'firefighter']","[-6.5, 6.5, 6.5, -6.5]",0.0,13
62,trivial_cooperation,"['coordinator', 'firefighter', 'firefighter', 'evolved_v6']","[1.5, -3.5, -5.5, 6.5]",-0.25,13
63,trivial_cooperation,"['coordinator', 'free_rider', 'coordinator', 'firefighter']","[0.5, 5.5, 0.5, -4.5]",0.5,13
64,trivial_cooperation,"['coordinator', 'coordinator', 'coordinator', 'evolved_v6']","[0.5, -1.5, -1.5, 6.5]",1.0,13
65,trivial_cooperation,"['free_rider', 'hero', 'free_rider', 'free_rider']","[6.5, -6.5, 6.5, 6.5]",3.25,13
66,trivial_cooperation,"['firefighter', 'free_rider', 'evolved_v6', 'coordinator']","[-4.5, 6.5, 6.5, 1.5]",2.5,13
67,trivial_cooperation,"['firefighter', 'coordinator', 'hero', 'firefighter']","[-4.5, -1.5, -6.5, -2.5]",-3.75,13
68,trivial_cooperation,"['firefighter', 'free_rider', 'firefighter', 'firefighter']","[-5.5, 6.5, -5.5, -4.5]",-2.25,13
69,trivial_cooperation,"['coordinator', 'firefighter', 'free_rider', 'firefighter']","[-2.5, -6.5, 6.5, -6.5]",-2.25,13
70,trivial_cooperation,"['coordinator', 'evolved_v6', 'coordinator', 'evolved_v6']","[-0.5, 6.5, 2.5, 6.5]",3.75,13
71,trivial_cooperation,"['evolved_v6', 'hero', 'firefighter', 'free_rider']","[6.5, -6.5, -6.5, 6.5]",0.0,13
72,trivial_cooperation,"['free_rider', 'hero', 'firefighter', 'hero']","[6.5, -6.5, -6.5, -6.5]",-3.25,13
73,trivial_cooperation,"['evolved_v6', 'hero', 'hero', 'coordinator']","[6.5, -6.5, -6.5, 3.5]",-0.75,13
74,trivial_cooperation,"['firefighter', 'evolved_v6', 'free_rider', 'firefighter']","[-6.5, 6.5, 6.5, -6.5]",0.0,13
75,trivial_cooperation,"['free_rider', 'evolved_v6', 'coordinator', 'hero']","[6.5, 6.5, -1.5, -6.5]",1.25,13
76,trivial_cooperation,"['firefighter', 'free_rider', 'hero', 'evolved_v6']","[-3.5, 6.5, -6.5, 6.5]",0.75,13
77,trivial_cooperation,"['free_rider', 'coordinator', 'free_rider', 'firefighter']","[6.5, 1.5, 6.5, -6.5]",2.0,13
78,trivial_cooperation,"['firefighter', 'firefighter', 'free_rider', 'free_rider']","[-4.5, -4.5, 6.5, 5.5]",0.75,13
79,trivial_cooperation,"['hero', 'hero', 'firefighter', 'hero']","[-6.5, -6.5, -6.5, -6.5]",-6.5,13
80,trivial_cooperation,"['free_rider', 'firefighter', 'free_rider', 'free_rider']","[6.5, -4.5, 6.5, 5.5]",3.5,13
81,trivial_cooperation,"['coordinator', 'free_rider', 'free_rider', 'firefighter']","[-2.5, 6.5, 6.5, -4.5]",1.5,13
82,trivial_cooperation,"['evolved_v6', 'evolved_v6', 'coordinator', 'free_rider']","[6.5, 6.5, -0.5, 6.5]",4.75,13
83,trivial_cooperation,"['hero', 'coordinator', 'hero', 'free_rider']","[-6.5, -0.5, -6.5, 6.5]",-1.75,13
84,trivial_cooperation,"['hero', 'firefighter', 'free_rider', 'evolved_v6']","[-6.5, -6.5, 6.5, 6.5]",0.0,13
85,trivial_cooperation,"['free_rider', 'firefighter', 'coordinator', 'free_rider']","[6.5, -6.5, -2.5, 5.5]",0.75,13
86,trivial_cooperation,"['evolved_v6', 'firefighter', 'coordinator', 'hero']","[6.5, -6.5, -0.5, -6.5]",-1.75,13
87,trivial_cooperation,"['free_rider', 'coordinator', 'hero', 'coordinator']","[6.5, -0.5, -6.5, -1.5]",-0.5,13
88,trivial_cooperation,"['free_rider', 'free_rider', 'hero', 'coordinator']","[6.5, 6.5, -6.5, -0.5]",1.5,13
89,trivial_cooperation,"['coordinator', 'free_rider', 'hero', 'firefighter']","[1.5, 5.5, -6.5, -4.5]",-1.0,13
90,trivial_cooperation,"['coordinator', 'firefighter', 'free_rider', 'hero']","[2.5, -5.5, 6.5, -6.5]",-0.75,13
91,trivial_cooperation,"['firefighter', 'evolved_v6', 'firefighter', 'firefighter']","[-5.5, 6.5, -4.5, -5.5]",-2.25,13
92,trivial_cooperation,"['coordinator', 'evolved_v6', 'evolved_v6', 'firefighter']","[-0.5, 6.5, 6.5, -5.5]",1.75,13
93,trivial_cooperation,"['free_rider', 'evolved_v6', 'hero', 'hero']","[6.5, 6.5, -6.5, -6.5]",0.0,13
94,trivial_cooperation,"['evolved_v6', 'coordinator', 'firefighter', 'free_rider']","[6.5, -0.5, -3.5, 6.5]",2.25,13
95,trivial_cooperation,"['coordinator', 'free_rider', 'firefighter', 'evolved_v6']","[-0.5, 6.5, -6.5, 6.5]",1.5,13
96,trivial_cooperation,"['firefighter', 'firefighter', 'coordinator', 'coordinator']","[-6.5, -3.5, 0.5, 1.5]",-2.0,13
97,trivial_cooperation,"['hero', 'firefighter', 'hero', 'firefighter']","[-6.5, -4.5, -6.5, -4.5]",-5.5,13
98,trivial_cooperation,"['free_rider', 'coordinator', 'coordinator', 'coordinator']","[6.5, -1.5, -0.5, 1.5]",1.5,13
99,trivial_cooperation,"['coordinator', 'hero', 'free_rider', 'evolved_v6']","[1.5, -6.5, 6.5, 6.5]",2.0,13
